"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude"
2295,"NY","NY","00917708","Calliandra virgata",NA,"RC Barneby",-17.745658261845,-48.625223622885
2296,"NY","NY","00390204","Calliandra hirsuticaulis",NA,"RC Barneby",-13.0092666818479,-41.3706393848679
2299,"NY","NY","00924358","Calliandra linearis",NA,"RC Barneby",-19.33,-43.58
2302,"NY","NY","390249","Calliandra macrocalyx",NA,"RC Barneby",-13.5503788879513,-42.4915128761583
2304,"NY","NY","00917785","Calliandra parviflora",NA,"RC Barneby",-13.7803789246898,-47.2648250589424
2309,"NY","NY","00917759","Calliandra parviflora",NA,"RC Barneby",-15.9333,-50.1333
2311,"NY","NY","00390158","Calliandra dysantha","macrocephala","RC Barneby",-14.5,-47.5
2313,"NY","NY","390338","Calliandra bahiana","bahiana","RC Barneby",-11.52,-41.27
2314,"NY","NY","408580","Calliandra nebulosa",NA,"RC Barneby",-12.5669562453856,-41.3897405625552
2316,"NY","NY","00390142","Calliandra dysantha","dysantha","RC Barneby",-12.15,-44.99
2317,"NY","NY","00924133","Calliandra parviflora",NA,"RC Barneby",-17.87,-57.53
2318,"NY","NY","00917311","Calliandra dysantha","dysantha","RC Barneby",-15.52,-44.73
2322,"NY","NY","00917386","Calliandra dysantha","dysantha","RC Barneby",-15.7834208090807,-47.9298726661488
2325,"NY","NY","00917797","Calliandra parviflora",NA,"HS Irwin",-14.13,-52.15
2326,"NY","NY","01131945","Calliandra coccinea",NA,"GP Lewis",-13.582879880292,-41.8114683539125
2327,"NY","NY","00917630","Calliandra dysantha","turbinata","RC Barneby",-17.3184345834882,-53.2161237168964
2331,"NY","NY","00917724","Calliandra parvifolia",NA,"RC Barneby",-17.2895590450327,-42.7298307975481
2332,"NY","NY","00917606","Calliandra dysantha","turbinata","RC Barneby",-15.415111,-55.80725
2334,"NY","NY","01492342","Calliandra riparia",NA,"RC Barneby",-14.771874,-39.227366
2337,"NY","NY","408558","Calliandra macrocalyx",NA,"VC de Souza",-14.22,-42.78
2338,"NY","NY","390245","Calliandra luetzelburgii",NA,"SA Renvoize",-13.48,-41.82
2339,"NY","NY","408574","Calliandra nebulosa",NA,"RC Barneby",-13.3889,-41.8969
2340,"NY","NY","408599","Calliandra parvifolia",NA,"RC Barneby",-14.88,-40.57
2341,"NY","NY","632435","Calliandra semisepulta",NA,"GP Lewis",-13.25,-41.9
2343,"NY","NY","408664","Calliandra viscidula",NA,"RC Barneby",-11.18,-40.5
2345,"NY","NY","00917373","Calliandra dysantha",NA,"RC Barneby",-15.7834208090807,-47.9298726661488
2346,"NY","NY","00917470","Calliandra sessilis",NA,"RC Barneby",-16.78765,-43.64425
2347,"NY","NY","00632414","Calliandra fuscipila",NA,"GP Lewis",-13.25,-41.9
2351,"NY","NY","00917592","Calliandra asplenioides",NA,"RC Barneby",-16.5631441886376,-42.889540899897
2353,"NY","NY","00917514","Calliandra fasciculata","fasciculata","RC Barneby",-18.4581810723501,-43.7407994499746
2354,"NY","NY","00917795","Calliandra parviflora",NA,"RC Barneby",-15.43,-56.03
2358,"NY","NY","00917502","Calliandra gardneri",NA,"RC Barneby",-13.2836678444372,-47.1804186912045
2359,"NY","NY","00390208","Calliandra hirsuticaulis",NA,"RC Barneby",-12.2856,-41.8267
2362,"NY","NY","00917385","Calliandra dysantha","dysantha","RC Barneby",-15.57,-48.03
2368,"NY","NY","00390180","Calliandra foliolosa",NA,"RC Barneby",-19.1565871387018,-47.6748643929876
2369,"NY","NY","632361","Calliandra asplenioides",NA,"GP Lewis",-13.25,-41.9
2373,"NY","NY","00390113","Calliandra calycina",NA,"RC Barneby",-12.45,-41.47
2377,"NY","NY","00917534","Calliandra fasciculata","fasciculata","RC Barneby",-18.1838,-43.536667
2379,"NY","NY","01144912","Calliandra haematocephala",NA,"RC Barneby",-19.2167,-47.95
2381,"NY","NY","408622","Calliandra sessilis",NA,"RC Barneby",-12.4222527228342,-41.7703653572513
2382,"NY","NY","00924293","Calliandra longipes",NA,"RC Barneby",-14.63,-52.23
2385,"NY","NY","00632370","Calliandra coccinea",NA,"GP Lewis",-13.3,-41.83
2386,"NY","NY","00917348","Calliandra dysantha","macrocephala","RC Barneby",-14.4419883249872,-49.7063853667025
2387,"NY","NY","00390132","Calliandra depauperata",NA,"GP Lewis",-13.76,-41.04
2388,"NY","NY","01492396","Calliandra sessilis",NA,"RC Barneby",-15.97,-48.93
2389,"NY","NY","00408567","Calliandra mucugeana",NA,"SA Renvoize",-12.5328554053327,-41.5589515949672
2390,"NY","NY","00390160","Calliandra dysantha","macrocephala","RC Barneby",-19.2269,-47.1567
2393,"NY","NY","00390168","Calliandra erubescens",NA,"RC Barneby",-11.38,-40.75
2394,"NY","NY","00924376","Calliandra linearis",NA,"JW Grimes",-18.55,-43.67
2396,"NY","NY","390358","Calliandra bella",NA,"RC Barneby",-13.55657,-39.697013
2399,"NY","NY","632368","Calliandra bahiana",NA,"GP Lewis",-13.32,-41.83
2400,"NY","NY","00924291","Calliandra longipes",NA,"RC Barneby",-14.5781,-48.3953
2404,"NY","NY","00390130","Calliandra depauperata",NA,"RC Barneby",-9.5,-40.48
2406,"NY","NY","00924290","Calliandra sessilis",NA,"RC Barneby",-15.7834208090807,-47.9298726661488
2407,"NY","NY","00390211","Calliandra hirtiflora","hirtiflora","RC Barneby",-13.8139,-41.2781
2412,"NY","NY","00917374","Calliandra dysantha","dysantha","RC Barneby",-15.9561,-47.8814
2415,"NY","NY","390343","Calliandra bahiana","bahiana","RC Barneby",-11.5539317677047,-41.1558252067773
2417,"NY","NY","390320","Calliandra asplenioides",NA,"RC Barneby",-12.45,-41.47
2421,"NY","NY","00917784","Calliandra parvifolia",NA,"RC Barneby",-14.4772956655385,-46.4834752592912
2422,"NY","NY","00917743","Calliandra parvifolia",NA,"RC Barneby",-14.1553857321728,-48.0785788001758
