"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude","id_grid"
3686,"NY","NY","898620","Vellozia_abietina",NA,"LB Smith",-18.27,-43.7,668
3690,"NY","NY","898956","Vellozia_graomogolensis",NA,"R Mello-Silva",-16.5631441886376,-42.889540899897,589
3691,"NY","NY","00933318","Vellozia_stenocarpa",NA,"R Mello-Silva",-17.6936,-44.1936,667
3696,"NY","NY","898798","Vellozia_brachypoda",NA,"R Mello-Silva",-18.24015,-43.6007,668
3697,"NY","NY","898801","Vellozia_albiflora",NA,"LB Smith",-20.1263,-43.492778,828
3700,"NY","NY","898941","Vellozia_hirsuta",NA,"LB Smith",-16.5648,-42.8943,589
3703,"NY","NY","376263","Nanuza_plicata",NA,"R Mello-Silva",-11.42,-42.5,230
3710,"NY","NY","898982","Vellozia_incurvata",NA,"LB Smith",-18.55,-43.55,708
3711,"NY","NY","898705","Vellozia_epidendroides",NA,"R Mello-Silva",-18.1838,-43.5367,668
3714,"NY","NY","898945","Vellozia_hatschbachii",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3715,"NY","NY","823381","Vellozia_furcata",NA,"R Mello-Silva",-13.4,-41.78,351
3717,"NY","NY","899002","Vellozia_maxillarioides",NA,"LB Smith",-16.56475,-42.8944,589
3720,"NY","NY","898987","Vellozia_minima",NA,"R Mello-Silva",-18.0833,-43.7833,668
3725,"NY","NY","898878","Vellozia_squamata",NA,"LB Smith",-15.62355,-47.75172,501
3729,"NY","NY","899005","Vellozia_patens",NA,"LB Smith",-18.0833,-43.7833,668
3731,"NY","NY","822458","Vellozia_caudata",NA,"R Mello-Silva",-13.28,-41.88,351
3734,"NY","NY","910010","Vellozia_variabilis",NA,"LB Smith",-16.84036,-47.6,581
3735,"NY","NY","247999","Vellozia_glandulifera",NA,"LB Smith",-19.288549,-43.554488,748
3736,"NY","NY","898942","Vellozia_hirsuta",NA,"R Mello-Silva",-16.5631441886376,-42.889540899897,589
3739,"NY","NY","898616","Vellozia_abietina",NA,"LB Smith",-18.4495809958804,-43.6557937420119,708
3740,"NY","NY","898812","Vellozia_albiflora",NA,"LB Smith",-16.77711,-47.6,581
3747,"NY","NY","898954","Vellozia_graomogolensis",NA,"LB Smith",-16.5631441886376,-42.889540899897,589
3752,"NY","NY","822456","Vellozia_caudata",NA,"R Mello-Silva",-13.25,-41.92,351
